image_path,calories,protein,carbs,fat
../food-101/train\spaghetti_bolognese\2073108.jpg,391.84,18.12,58.62,15.63
../food-101/train\spaghetti_bolognese\2085786.jpg,411.42,19.89,50.64,12.8
../food-101/train\spaghetti_bolognese\2092920.jpg,409.35,19.37,41.88,13.25
../food-101/train\spaghetti_bolognese\2113122.jpg,387.14,19.16,57.55,15.09
../food-101/train\spaghetti_bolognese\2113420.jpg,410.36,21.77,43.13,13.8
../food-101/train\spaghetti_bolognese\2117379.jpg,435.19,22.86,58.59,17.03
../food-101/train\spaghetti_bolognese\2118905.jpg,451.44,18.55,43.42,15.11
../food-101/train\spaghetti_bolognese\2122428.jpg,445.28,18.78,47.69,13.53
../food-101/train\spaghetti_bolognese\2123335.jpg,439.12,18.25,58.3,16.38
../food-101/train\spaghetti_bolognese\2123343.jpg,379.32,20.94,48.49,16.81
../food-101/train\spaghetti_bolognese\2132658.jpg,429.99,19.31,47.72,16.14
../food-101/train\spaghetti_bolognese\2135609.jpg,417.43,17.35,59.78,14.12
../food-101/train\spaghetti_bolognese\2136560.jpg,387.54,21.26,41.79,14.96
../food-101/train\spaghetti_bolognese\2142734.jpg,445.34,20.25,44.95,15.52
../food-101/train\spaghetti_bolognese\2143708.jpg,419.82,17.86,50.85,16.54
../food-101/train\spaghetti_bolognese\2143809.jpg,384.37,17.42,49.66,15.62
../food-101/train\spaghetti_bolognese\2146026.jpg,399.92,20.95,40.85,12.96
../food-101/train\spaghetti_bolognese\2162105.jpg,380.3,18.48,46.58,15.08
../food-101/train\spaghetti_bolognese\216493.jpg,442.54,20.01,58.94,14.88
../food-101/train\spaghetti_bolognese\2167124.jpg,435.3,19.71,55.05,16.24
../food-101/train\spaghetti_bolognese\2172243.jpg,453.05,19.86,56.28,17.13
../food-101/train\spaghetti_bolognese\2172798.jpg,446.22,19.88,55.23,13.92
../food-101/train\spaghetti_bolognese\2185402.jpg,433.25,18.72,48.87,13.57
../food-101/train\spaghetti_bolognese\2188230.jpg,411.44,18.17,47.72,15.9
../food-101/train\spaghetti_bolognese\2199298.jpg,439.54,19.0,52.15,14.91
../food-101/train\spaghetti_bolognese\219958.jpg,409.88,22.27,52.23,16.9
../food-101/train\spaghetti_bolognese\2200448.jpg,390.23,19.38,42.87,14.04
../food-101/train\spaghetti_bolognese\2203993.jpg,458.07,17.8,59.49,16.05
../food-101/train\spaghetti_bolognese\2204961.jpg,408.49,18.03,44.34,13.56
../food-101/train\spaghetti_bolognese\2218104.jpg,444.5,18.64,54.8,15.99
../food-101/train\spaghetti_bolognese\2218105.jpg,407.52,22.87,48.91,13.91
../food-101/train\spaghetti_bolognese\2229521.jpg,419.03,18.14,50.92,17.19
../food-101/train\spaghetti_bolognese\2235127.jpg,412.53,19.36,44.46,13.55
../food-101/train\spaghetti_bolognese\2270385.jpg,415.97,22.28,42.98,14.57
../food-101/train\spaghetti_bolognese\2277460.jpg,396.81,21.79,44.25,12.76
../food-101/train\spaghetti_bolognese\227971.jpg,390.97,19.6,59.21,15.22
../food-101/train\spaghetti_bolognese\2282050.jpg,450.09,20.39,45.03,13.36
../food-101/train\spaghetti_bolognese\2283709.jpg,420.75,22.9,55.32,14.27
../food-101/train\spaghetti_bolognese\229006.jpg,430.84,22.43,47.36,16.36
../food-101/train\spaghetti_bolognese\2292118.jpg,423.2,22.18,44.68,13.2
../food-101/train\spaghetti_bolognese\2292205.jpg,421.02,22.44,47.23,14.49
../food-101/train\spaghetti_bolognese\2293214.jpg,416.59,22.67,58.1,16.53
../food-101/train\spaghetti_bolognese\2295248.jpg,397.37,22.87,54.17,13.53
../food-101/train\spaghetti_bolognese\2300562.jpg,420.89,20.45,47.52,13.02
../food-101/train\spaghetti_bolognese\2301073.jpg,411.74,19.26,52.86,13.5
../food-101/train\spaghetti_bolognese\2306703.jpg,451.16,21.87,49.56,12.98
../food-101/train\spaghetti_bolognese\2307031.jpg,391.84,22.1,40.61,16.8
../food-101/train\spaghetti_bolognese\2307156.jpg,382.85,21.4,48.45,16.43
../food-101/train\spaghetti_bolognese\230781.jpg,380.8,19.74,57.17,15.9
../food-101/train\spaghetti_bolognese\2308375.jpg,407.28,17.32,41.44,14.97
../food-101/train\spaghetti_bolognese\2310015.jpg,446.66,19.84,52.27,15.71
../food-101/train\spaghetti_bolognese\2310662.jpg,382.99,21.72,41.26,16.79
../food-101/train\spaghetti_bolognese\2312084.jpg,420.77,20.17,49.11,15.46
../food-101/train\spaghetti_bolognese\2316660.jpg,398.26,17.97,49.79,14.43
../food-101/train\spaghetti_bolognese\2317147.jpg,430.57,21.32,45.08,16.62
../food-101/train\spaghetti_bolognese\2317916.jpg,389.81,18.19,43.5,15.23
../food-101/train\spaghetti_bolognese\2326190.jpg,425.8,19.06,45.21,15.69
../food-101/train\spaghetti_bolognese\2327258.jpg,380.85,17.39,44.0,13.75
../food-101/train\spaghetti_bolognese\2327770.jpg,419.86,19.58,57.3,14.98
../food-101/train\spaghetti_bolognese\2329553.jpg,449.02,22.83,59.93,15.19
../food-101/train\spaghetti_bolognese\2330421.jpg,407.26,21.12,50.29,13.38
../food-101/train\spaghetti_bolognese\2333818.jpg,431.54,20.31,56.93,15.14
../food-101/train\spaghetti_bolognese\2340550.jpg,455.47,17.86,50.83,15.86
../food-101/train\spaghetti_bolognese\2341631.jpg,414.91,22.92,58.33,13.17
../food-101/train\spaghetti_bolognese\2341683.jpg,378.73,20.59,45.82,15.91
../food-101/train\spaghetti_bolognese\2350284.jpg,456.06,17.96,48.07,15.15
../food-101/train\spaghetti_bolognese\2353561.jpg,448.43,20.92,50.35,15.69
../food-101/train\spaghetti_bolognese\2355303.jpg,460.66,21.5,47.91,15.09
../food-101/train\spaghetti_bolognese\2359851.jpg,381.81,21.06,54.8,16.71
../food-101/train\spaghetti_bolognese\2365831.jpg,387.3,18.22,53.97,14.31
../food-101/train\spaghetti_bolognese\2367125.jpg,447.71,17.48,43.95,15.29
../food-101/train\spaghetti_bolognese\2367371.jpg,406.97,22.58,52.83,14.23
../food-101/train\spaghetti_bolognese\2372258.jpg,402.15,21.78,45.06,13.23
../food-101/train\spaghetti_bolognese\2373072.jpg,383.93,20.96,52.72,14.46
../food-101/train\spaghetti_bolognese\2385012.jpg,406.03,22.33,54.15,17.2
../food-101/train\spaghetti_bolognese\2385418.jpg,404.54,17.54,49.62,16.41
../food-101/train\spaghetti_bolognese\2385642.jpg,384.89,18.73,51.02,13.96
../food-101/train\spaghetti_bolognese\2388664.jpg,446.11,21.9,46.49,14.71
../food-101/train\spaghetti_bolognese\2394603.jpg,424.92,18.62,51.93,15.76
../food-101/train\spaghetti_bolognese\2404515.jpg,382.74,17.68,45.09,15.62
../food-101/train\spaghetti_bolognese\2415654.jpg,412.56,21.98,48.56,17.07
../food-101/train\spaghetti_bolognese\2418111.jpg,394.08,17.67,48.92,13.63
../food-101/train\spaghetti_bolognese\241830.jpg,443.53,22.92,43.25,15.01
../food-101/train\spaghetti_bolognese\2433667.jpg,448.92,18.32,45.14,14.85
../food-101/train\spaghetti_bolognese\2433939.jpg,417.0,19.06,40.7,15.43
../food-101/train\spaghetti_bolognese\2437361.jpg,411.3,21.57,40.34,17.15
../food-101/train\spaghetti_bolognese\2445557.jpg,382.87,18.14,48.06,14.45
../food-101/train\spaghetti_bolognese\2445558.jpg,421.11,20.68,42.21,17.03
../food-101/train\spaghetti_bolognese\2456223.jpg,457.71,17.65,42.46,15.1
../food-101/train\spaghetti_bolognese\2459099.jpg,418.77,21.17,48.54,16.44
../food-101/train\spaghetti_bolognese\2459324.jpg,389.58,17.54,59.3,16.08
../food-101/train\spaghetti_bolognese\2469044.jpg,434.64,19.29,45.46,13.88
../food-101/train\spaghetti_bolognese\2470384.jpg,390.89,22.72,49.77,13.45
../food-101/train\spaghetti_bolognese\2478834.jpg,435.72,22.76,53.26,14.83
../food-101/train\spaghetti_bolognese\2479703.jpg,450.68,21.86,42.6,13.66
../food-101/train\spaghetti_bolognese\2484924.jpg,436.91,20.14,51.49,16.66
../food-101/train\spaghetti_bolognese\248944.jpg,396.58,22.42,44.98,16.26
../food-101/train\spaghetti_bolognese\2493943.jpg,396.01,22.07,55.09,16.19
../food-101/train\spaghetti_bolognese\2503576.jpg,417.08,22.68,58.9,14.92
../food-101/train\spaghetti_bolognese\2504486.jpg,457.91,20.96,51.93,15.39
../food-101/train\spaghetti_bolognese\2508819.jpg,379.28,17.98,40.31,16.68
../food-101/train\spaghetti_bolognese\2509165.jpg,389.53,21.04,53.79,16.16
../food-101/train\spaghetti_bolognese\2512710.jpg,391.75,18.1,47.85,14.9
../food-101/train\spaghetti_bolognese\2514150.jpg,453.53,18.24,59.17,14.01
../food-101/train\spaghetti_bolognese\2514492.jpg,392.94,19.94,42.12,16.38
../food-101/train\spaghetti_bolognese\2523391.jpg,403.12,18.62,45.54,14.97
../food-101/train\spaghetti_bolognese\2532284.jpg,401.7,21.05,55.58,13.77
../food-101/train\spaghetti_bolognese\2532524.jpg,387.42,17.23,42.28,14.02
../food-101/train\spaghetti_bolognese\2541336.jpg,458.5,20.4,40.44,15.6
../food-101/train\spaghetti_bolognese\2543346.jpg,421.21,17.49,45.64,16.38
../food-101/train\spaghetti_bolognese\2545398.jpg,424.22,21.32,40.83,14.31
../food-101/train\spaghetti_bolognese\2549112.jpg,409.19,21.03,59.4,14.62
../food-101/train\spaghetti_bolognese\2550558.jpg,388.79,17.81,55.09,16.09
../food-101/train\spaghetti_bolognese\2552235.jpg,426.17,21.66,59.45,15.63
../food-101/train\spaghetti_bolognese\2558717.jpg,391.9,17.46,55.47,15.97
../food-101/train\spaghetti_bolognese\256667.jpg,438.26,19.83,55.09,16.92
../food-101/train\spaghetti_bolognese\2568882.jpg,428.63,19.31,54.76,16.07
../food-101/train\spaghetti_bolognese\2570327.jpg,432.29,21.71,50.3,15.38
../food-101/train\spaghetti_bolognese\257204.jpg,416.46,18.97,40.31,12.94
../food-101/train\spaghetti_bolognese\258421.jpg,414.98,20.37,56.83,17.05
../food-101/train\spaghetti_bolognese\2584578.jpg,437.45,17.87,53.27,14.46
../food-101/train\spaghetti_bolognese\2584756.jpg,440.14,18.32,42.63,13.57
../food-101/train\spaghetti_bolognese\2587408.jpg,435.84,19.11,51.96,16.11
../food-101/train\spaghetti_bolognese\2588349.jpg,452.27,17.65,50.4,15.73
../food-101/train\spaghetti_bolognese\259777.jpg,461.42,18.47,44.11,16.87
../food-101/train\spaghetti_bolognese\2605155.jpg,384.49,18.45,52.2,15.54
../food-101/train\spaghetti_bolognese\2605748.jpg,401.56,20.8,56.63,14.37
../food-101/train\spaghetti_bolognese\2607329.jpg,397.45,20.67,58.28,14.92
../food-101/train\spaghetti_bolognese\2609045.jpg,382.83,21.57,48.06,13.12
../food-101/train\spaghetti_bolognese\2612599.jpg,398.94,22.94,49.03,13.6
../food-101/train\spaghetti_bolognese\2615136.jpg,454.05,19.95,43.36,15.89
../food-101/train\spaghetti_bolognese\2617840.jpg,435.48,17.11,53.22,17.21
../food-101/train\spaghetti_bolognese\2620845.jpg,386.34,20.69,51.01,14.45
../food-101/train\spaghetti_bolognese\2626331.jpg,391.35,22.92,51.13,13.59
../food-101/train\spaghetti_bolognese\2630675.jpg,422.65,18.51,54.21,14.62
../food-101/train\spaghetti_bolognese\2631531.jpg,430.36,19.47,42.72,14.88
../food-101/train\spaghetti_bolognese\2635081.jpg,439.9,20.84,53.1,12.9
../food-101/train\spaghetti_bolognese\2642219.jpg,428.19,22.23,54.76,17.0
../food-101/train\spaghetti_bolognese\2648123.jpg,383.98,21.78,44.1,13.89
../food-101/train\spaghetti_bolognese\2654986.jpg,403.55,21.28,45.59,16.69
../food-101/train\spaghetti_bolognese\2681615.jpg,443.36,22.56,42.07,14.76
../food-101/train\spaghetti_bolognese\2688043.jpg,435.64,17.64,42.41,14.31
../food-101/train\spaghetti_bolognese\2690489.jpg,427.92,20.54,43.94,13.01
../food-101/train\spaghetti_bolognese\2690913.jpg,439.19,22.78,50.27,15.74
../food-101/train\spaghetti_bolognese\2693518.jpg,451.82,18.73,48.92,15.33
../food-101/train\spaghetti_bolognese\2699251.jpg,419.47,21.68,43.74,17.13
../food-101/train\spaghetti_bolognese\2703277.jpg,456.28,21.71,56.98,14.48
../food-101/train\spaghetti_bolognese\2703659.jpg,405.82,17.7,54.79,14.48
../food-101/train\spaghetti_bolognese\2704097.jpg,404.1,21.96,45.95,13.51
../food-101/train\spaghetti_bolognese\2709607.jpg,404.16,18.93,56.09,17.19
../food-101/train\spaghetti_bolognese\2711665.jpg,418.68,21.9,57.07,17.03
../food-101/train\spaghetti_bolognese\2712041.jpg,414.46,22.03,47.13,16.47
../food-101/train\spaghetti_bolognese\2712055.jpg,414.63,22.9,49.82,14.61
../food-101/train\spaghetti_bolognese\2714292.jpg,415.95,17.66,54.77,14.52
../food-101/train\spaghetti_bolognese\2717949.jpg,393.98,22.89,50.91,13.45
../food-101/train\spaghetti_bolognese\2721156.jpg,379.54,20.49,52.51,14.54
../food-101/train\spaghetti_bolognese\2721516.jpg,378.5,18.91,56.44,14.92
../food-101/train\spaghetti_bolognese\2722284.jpg,387.08,18.19,49.97,16.93
../food-101/train\spaghetti_bolognese\2734215.jpg,431.54,19.72,41.6,16.76
../food-101/train\spaghetti_bolognese\2735287.jpg,456.67,19.75,40.95,15.23
../food-101/train\spaghetti_bolognese\2737792.jpg,457.74,21.87,44.93,16.95
../food-101/train\spaghetti_bolognese\274441.jpg,445.12,22.24,51.92,15.33
../food-101/train\spaghetti_bolognese\2755183.jpg,388.8,17.67,49.52,16.81
../food-101/train\spaghetti_bolognese\2756020.jpg,437.4,22.91,55.6,14.13
../food-101/train\spaghetti_bolognese\2758310.jpg,394.48,17.28,47.19,15.03
../food-101/train\spaghetti_bolognese\2759650.jpg,396.61,17.68,47.29,14.83
../food-101/train\spaghetti_bolognese\2759906.jpg,455.0,21.83,46.65,16.64
../food-101/train\spaghetti_bolognese\2760322.jpg,405.88,19.02,43.42,15.56
../food-101/train\spaghetti_bolognese\2762455.jpg,433.66,21.56,43.12,16.42
../food-101/train\spaghetti_bolognese\2766811.jpg,406.82,20.73,57.61,16.39
../food-101/train\spaghetti_bolognese\2768127.jpg,461.4,18.82,55.72,12.84
../food-101/train\spaghetti_bolognese\2773286.jpg,428.18,18.78,47.47,15.17
../food-101/train\spaghetti_bolognese\2778356.jpg,444.24,18.74,49.11,17.08
../food-101/train\spaghetti_bolognese\2778801.jpg,406.93,17.24,52.03,14.11
../food-101/train\spaghetti_bolognese\2778843.jpg,413.94,20.48,52.7,16.0
../food-101/train\spaghetti_bolognese\2780313.jpg,392.55,19.19,59.55,13.37
../food-101/train\spaghetti_bolognese\278181.jpg,459.91,18.06,42.51,14.73
../food-101/train\spaghetti_bolognese\2785161.jpg,378.07,22.34,42.31,15.99
../food-101/train\spaghetti_bolognese\2785740.jpg,442.64,19.55,46.19,16.68
../food-101/train\spaghetti_bolognese\2791134.jpg,413.61,21.06,54.62,16.57
../food-101/train\spaghetti_bolognese\2795352.jpg,419.5,19.63,53.99,14.56
../food-101/train\spaghetti_bolognese\2805671.jpg,460.63,17.78,58.56,16.9
../food-101/train\spaghetti_bolognese\2810788.jpg,424.05,20.89,47.58,13.24
../food-101/train\spaghetti_bolognese\2818538.jpg,437.19,17.26,49.73,12.83
../food-101/train\spaghetti_bolognese\282266.jpg,418.55,20.5,55.47,14.82
../food-101/train\spaghetti_bolognese\2823022.jpg,425.68,17.99,56.84,15.49
../food-101/train\spaghetti_bolognese\2825166.jpg,394.25,22.07,46.53,16.69
../food-101/train\spaghetti_bolognese\2825536.jpg,437.53,22.57,45.44,14.55
../food-101/train\spaghetti_bolognese\2827131.jpg,386.69,19.5,50.11,13.49
../food-101/train\spaghetti_bolognese\2828529.jpg,436.99,22.33,47.01,13.35
../food-101/train\spaghetti_bolognese\2832881.jpg,442.12,18.54,48.73,17.11
../food-101/train\spaghetti_bolognese\2834047.jpg,425.64,21.75,44.11,17.07
../food-101/train\spaghetti_bolognese\2838391.jpg,414.37,22.12,52.24,15.16
../food-101/train\spaghetti_bolognese\2842803.jpg,442.24,20.26,52.14,14.77
../food-101/train\spaghetti_bolognese\2844259.jpg,386.86,23.0,58.26,16.31
../food-101/train\spaghetti_bolognese\2844280.jpg,445.71,17.78,58.27,15.76
../food-101/train\spaghetti_bolognese\284589.jpg,414.73,20.02,43.15,13.66
../food-101/train\spaghetti_bolognese\2851502.jpg,385.44,18.9,52.29,13.81
../food-101/train\spaghetti_bolognese\285238.jpg,384.81,22.63,46.41,13.56
../food-101/train\spaghetti_bolognese\2862254.jpg,403.48,18.22,45.41,15.35
../food-101/train\spaghetti_bolognese\2879246.jpg,431.13,20.93,49.98,13.77
../food-101/train\spaghetti_bolognese\2880439.jpg,459.6,20.59,51.08,14.58
../food-101/train\spaghetti_bolognese\288666.jpg,447.46,19.0,40.26,15.12
../food-101/train\spaghetti_bolognese\2888304.jpg,381.47,17.8,50.04,15.75
../food-101/train\spaghetti_bolognese\2916169.jpg,439.53,18.27,44.9,15.56
../food-101/train\spaghetti_bolognese\2919708.jpg,401.79,17.09,47.4,13.7
../food-101/train\spaghetti_bolognese\292277.jpg,443.58,18.69,57.17,15.79
../food-101/train\spaghetti_bolognese\2930597.jpg,397.2,18.83,41.93,15.28
../food-101/train\spaghetti_bolognese\2954321.jpg,448.15,22.47,44.47,12.93
../food-101/train\spaghetti_bolognese\2955607.jpg,435.12,22.35,43.97,15.91
../food-101/train\spaghetti_bolognese\2957059.jpg,399.67,21.47,50.2,14.41
../food-101/train\spaghetti_bolognese\2960571.jpg,388.29,20.81,47.18,13.32
../food-101/train\spaghetti_bolognese\2962350.jpg,402.65,22.02,59.36,14.52
../food-101/train\spaghetti_bolognese\2969038.jpg,397.5,22.92,56.37,13.36
../food-101/train\spaghetti_bolognese\2973809.jpg,380.61,18.61,50.28,16.34
../food-101/train\spaghetti_bolognese\2979878.jpg,402.24,20.26,52.75,15.25
../food-101/train\spaghetti_bolognese\299220.jpg,454.97,20.11,42.87,15.13
../food-101/train\spaghetti_bolognese\2995456.jpg,451.88,22.32,49.99,14.18
../food-101/train\spaghetti_bolognese\2996359.jpg,442.07,19.64,55.64,13.11
../food-101/train\spaghetti_bolognese\3005964.jpg,426.54,20.69,51.44,15.15
../food-101/train\spaghetti_bolognese\3011123.jpg,410.56,20.79,40.21,15.02
../food-101/train\spaghetti_bolognese\3011412.jpg,450.68,17.28,50.3,15.63
../food-101/train\spaghetti_bolognese\3011882.jpg,441.39,18.71,42.5,16.41
../food-101/train\spaghetti_bolognese\3012676.jpg,448.37,17.71,47.43,15.41
../food-101/train\spaghetti_bolognese\3034263.jpg,393.36,18.6,59.92,16.45
../food-101/train\spaghetti_bolognese\3036590.jpg,448.37,21.59,47.9,16.44
../food-101/train\spaghetti_bolognese\3050198.jpg,449.99,19.98,56.18,13.95
../food-101/train\spaghetti_bolognese\305086.jpg,394.82,18.91,58.9,12.78
../food-101/train\spaghetti_bolognese\3052898.jpg,433.97,22.88,44.56,15.34
../food-101/train\spaghetti_bolognese\305542.jpg,432.66,18.25,53.22,17.14
../food-101/train\spaghetti_bolognese\3063301.jpg,443.11,20.6,50.56,13.57
../food-101/train\spaghetti_bolognese\3064377.jpg,426.2,22.13,57.29,15.81
../food-101/train\spaghetti_bolognese\3065538.jpg,430.66,18.78,45.67,13.3
../food-101/train\spaghetti_bolognese\306571.jpg,420.13,18.66,48.38,14.1
../food-101/train\spaghetti_bolognese\3065872.jpg,431.29,18.65,44.13,13.73
../food-101/train\spaghetti_bolognese\3069658.jpg,413.93,20.0,43.81,15.51
../food-101/train\spaghetti_bolognese\3070216.jpg,447.68,19.5,52.48,17.13
../food-101/train\spaghetti_bolognese\3074475.jpg,412.17,18.1,43.47,17.06
../food-101/train\spaghetti_bolognese\3078001.jpg,390.37,19.46,46.72,12.95
../food-101/train\spaghetti_bolognese\3078475.jpg,412.57,20.42,50.11,16.84
../food-101/train\spaghetti_bolognese\3081985.jpg,453.07,20.68,58.16,15.84
../food-101/train\spaghetti_bolognese\3082789.jpg,458.4,17.57,46.24,16.29
../food-101/train\spaghetti_bolognese\3091217.jpg,388.18,22.17,50.81,14.71
../food-101/train\spaghetti_bolognese\3107216.jpg,458.78,18.49,42.38,14.28
../food-101/train\spaghetti_bolognese\3108045.jpg,384.05,22.32,54.92,14.41
../food-101/train\spaghetti_bolognese\3109585.jpg,437.14,20.62,58.62,15.3
../food-101/train\spaghetti_bolognese\3110786.jpg,437.75,21.07,53.57,15.68
../food-101/train\spaghetti_bolognese\313131.jpg,403.85,20.88,45.17,14.39
../food-101/train\spaghetti_bolognese\3135575.jpg,410.47,17.27,58.47,14.78
../food-101/train\spaghetti_bolognese\3137150.jpg,378.93,22.16,48.9,16.56
../food-101/train\spaghetti_bolognese\3142882.jpg,410.57,18.4,59.44,14.85
../food-101/train\spaghetti_bolognese\3144303.jpg,408.41,21.31,40.98,16.87
../food-101/train\spaghetti_bolognese\3147010.jpg,405.41,17.74,44.64,13.3
../food-101/train\spaghetti_bolognese\3148808.jpg,397.73,19.58,50.34,15.11
../food-101/train\spaghetti_bolognese\3148838.jpg,437.6,19.21,48.83,13.01
../food-101/train\spaghetti_bolognese\3150631.jpg,452.41,18.43,54.18,16.89
../food-101/train\spaghetti_bolognese\3150860.jpg,388.86,19.53,53.87,15.95
../food-101/train\spaghetti_bolognese\3151565.jpg,453.4,18.0,42.9,15.83
../food-101/train\spaghetti_bolognese\3153374.jpg,440.18,20.44,58.69,16.79
../food-101/train\spaghetti_bolognese\3172004.jpg,391.64,17.79,50.96,13.18
../food-101/train\spaghetti_bolognese\3179762.jpg,382.25,18.48,57.19,17.06
../food-101/train\spaghetti_bolognese\3181357.jpg,454.08,17.58,51.01,16.57
../food-101/train\spaghetti_bolognese\3182630.jpg,399.28,21.14,40.39,15.94
../food-101/train\spaghetti_bolognese\319883.jpg,452.65,21.31,43.0,13.58
../food-101/train\spaghetti_bolognese\3203671.jpg,407.51,18.58,40.45,16.79
../food-101/train\spaghetti_bolognese\3231567.jpg,422.12,20.52,43.61,15.87
../food-101/train\spaghetti_bolognese\3233631.jpg,382.64,17.88,52.7,13.67
../food-101/train\spaghetti_bolognese\3235818.jpg,423.1,17.59,47.75,14.85
../food-101/train\spaghetti_bolognese\3237952.jpg,419.55,19.14,48.54,15.27
../food-101/train\spaghetti_bolognese\3251429.jpg,446.16,20.35,55.09,16.08
../food-101/train\spaghetti_bolognese\325388.jpg,441.02,17.57,44.57,16.86
../food-101/train\spaghetti_bolognese\3268000.jpg,393.77,19.1,51.4,17.17
